id,label,conversation
1396,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1397,Neutral,"العميل: أقدر أغير الرقم السري من التطبيق؟
الموظف: تقدر من التطبيق أو تروح أقرب فرع."
1398,Negative,"العميل: الرقم السري تم إدخاله بالخطأ وحُظرت البطاقة.
الموظف: نأسف لما حدث، وسنرشدك لإعادة التعيين."
1399,Neutral,"العميل: ما عدد المحاولات قبل حظر الرمز السري؟
الموظف: ثلاث محاولات خاطئة تؤدي إلى الحظر التلقائي."
1400,Neutral,"العميل: كيف يمكنني إعادة تعيين الرقم السري بعد الحظر؟
الموظف: عبر التطبيق أو زيارة أحد الفروع."
1401,Neutral,"العميل: ما هي رسوم التحويل المصرفي لإعادة الشحن؟
الموظف: تختلف حسب البنك المرسل، وغالبًا تكون بين 10 و20 ريال."
1402,Positive,"العميل: دفعت رسوم التحويل وكانت سهلة وما زادت عن المطلوب.
الموظف: حياك الله، دايمًا نحرص على راحة عملائنا."
1403,Negative,"العميل: لم يتم إعلامي برسوم التحويل قبل الدفع.
الموظف: نعتذر، وسنعمل على تحسين الشفافية."
1404,Negative,"العميل: لم يتم إضافة الرصيد رغم دفع رسوم التحويل.
الموظف: نأسف للإزعاج، نتحقق من المشكلة فورًا."
1405,Positive,"العميل: دفعت رسوم التحويل وكانت سهلة وما زادت عن المطلوب.
الموظف: حياك الله، دايمًا نحرص على راحة عملائنا."
1406,Neutral,"العميل: الرصيد يوصل بعد كم يوم؟
الموظف: بين يوم لثلاثة أيام عادة."
1407,Positive,"العميل: الرصيد انضاف بسرعة بعد التحويل، ممتاز.
الموظف: الله يسعدك، هذا هدفنا."
1408,Negative,"العميل: لم يتم إضافة الرصيد رغم دفع رسوم التحويل.
الموظف: نأسف للإزعاج، نتحقق من المشكلة فورًا."
1409,Neutral,"العميل: ما هي رسوم التحويل المصرفي لإعادة الشحن؟
الموظف: تختلف حسب البنك المرسل، وغالبًا تكون بين 10 و20 ريال."
1410,Negative,"العميل: دفعت التحويل وما انضاف الرصيد عندي.
الموظف: آسفين، بنحقق ونرجع لك بسرعة."
1411,Negative,"العميل: رسوم التحويل المصرفي كانت مرتفعة جدًا عند إعادة الشحن.
الموظف: نعتذر عن ذلك وسنراجع مع القسم المختص."
1412,Negative,"العميل: رسوم التحويل كانت أغلى مما توقعت!
الموظف: نعتذر عن هالمشكلة وراح نتابع الموضوع."
1413,Negative,"العميل: لم يتم إضافة الرصيد رغم دفع رسوم التحويل.
الموظف: نأسف للإزعاج، نتحقق من المشكلة فورًا."
1414,Negative,"العميل: رسوم التحويل المصرفي كانت مرتفعة جدًا عند إعادة الشحن.
الموظف: نعتذر عن ذلك وسنراجع مع القسم المختص."
1415,Positive,"العميل: الرصيد انضاف بسرعة بعد التحويل، ممتاز.
الموظف: الله يسعدك، هذا هدفنا."
1416,Positive,"العميل: استلمت الرصيد فورًا بعد دفع رسوم التحويل، شكرًا.
الموظف: نعمل دائمًا على تحسين خدماتنا."
1417,Neutral,"العميل: الرصيد يوصل بعد كم يوم؟
الموظف: بين يوم لثلاثة أيام عادة."
1418,Neutral,"العميل: كيف يمكنني التأكد من نجاح التحويل؟
الموظف: يمكنك متابعة الرصيد من خلال التطبيق أو التواصل معنا."
1419,Positive,"العميل: دفعت رسوم التحويل وكانت سهلة وما زادت عن المطلوب.
الموظف: حياك الله، دايمًا نحرص على راحة عملائنا."
1420,Positive,"العميل: استلمت الرصيد فورًا بعد دفع رسوم التحويل، شكرًا.
الموظف: نعمل دائمًا على تحسين خدماتنا."
1421,Neutral,"العميل: كم يستغرق وصول الرصيد بعد التحويل؟
الموظف: عادة من 1 إلى 3 أيام عمل."
1422,Neutral,"العميل: كم رسوم التحويل عشان أعيد الشحن؟
الموظف: تعتمد على البنك، غالباً بين 10 و20 ريال."
1423,Neutral,"العميل: كم رسوم التحويل عشان أعيد الشحن؟
الموظف: تعتمد على البنك، غالباً بين 10 و20 ريال."
1424,Positive,"العميل: استلمت الرصيد فورًا بعد دفع رسوم التحويل، شكرًا.
الموظف: نعمل دائمًا على تحسين خدماتنا."
1425,Positive,"العميل: استلمت الرصيد فورًا بعد دفع رسوم التحويل، شكرًا.
الموظف: نعمل دائمًا على تحسين خدماتنا."
1426,Negative,"العميل: ما وضحوا لي رسوم التحويل قبل الدفع.
الموظف: شكراً على ملاحظتك، بنشتغل على تحسين الخدمة."
1427,Negative,"العميل: رسوم التحويل كانت أغلى مما توقعت!
الموظف: نعتذر عن هالمشكلة وراح نتابع الموضوع."
1428,Neutral,"العميل: ما هي رسوم التحويل المصرفي لإعادة الشحن؟
الموظف: تختلف حسب البنك المرسل، وغالبًا تكون بين 10 و20 ريال."
1429,Negative,"العميل: ما وضحوا لي رسوم التحويل قبل الدفع.
الموظف: شكراً على ملاحظتك، بنشتغل على تحسين الخدمة."
1430,Positive,"العميل: رسوم التحويل مناسبة وما حسيت بثقل.
الموظف: شكراً لك على ثقتك بخدماتنا."
1431,Neutral,"العميل: كم رسوم التحويل عشان أعيد الشحن؟
الموظف: تعتمد على البنك، غالباً بين 10 و20 ريال."
1432,Neutral,"العميل: كيف يمكنني التأكد من نجاح التحويل؟
الموظف: يمكنك متابعة الرصيد من خلال التطبيق أو التواصل معنا."
1433,Neutral,"العميل: ما هي رسوم التحويل المصرفي لإعادة الشحن؟
الموظف: تختلف حسب البنك المرسل، وغالبًا تكون بين 10 و20 ريال."
1434,Positive,"العميل: رسوم التحويل مناسبة وما حسيت بثقل.
الموظف: شكراً لك على ثقتك بخدماتنا."
1435,Negative,"العميل: رسوم التحويل المصرفي كانت مرتفعة جدًا عند إعادة الشحن.
الموظف: نعتذر عن ذلك وسنراجع مع القسم المختص."
1436,Positive,"العميل: رسوم التحويل كانت معقولة والتعامل سريع.
الموظف: هدفنا تسهيل عملياتك بأقل تكلفة."
1437,Positive,"العميل: استلمت الرصيد فورًا بعد دفع رسوم التحويل، شكرًا.
الموظف: نعمل دائمًا على تحسين خدماتنا."
1438,Negative,"العميل: ما وضحوا لي رسوم التحويل قبل الدفع.
الموظف: شكراً على ملاحظتك، بنشتغل على تحسين الخدمة."
1439,Positive,"العميل: دفعت رسوم التحويل وكانت سهلة وما زادت عن المطلوب.
الموظف: حياك الله، دايمًا نحرص على راحة عملائنا."
1440,Neutral,"العميل: كم رسوم التحويل عشان أعيد الشحن؟
الموظف: تعتمد على البنك، غالباً بين 10 و20 ريال."
1441,Neutral,"العميل: ما هي رسوم التحويل المصرفي لإعادة الشحن؟
الموظف: تختلف حسب البنك المرسل، وغالبًا تكون بين 10 و20 ريال."
1442,Negative,"العميل: رسوم التحويل كانت أغلى مما توقعت!
الموظف: نعتذر عن هالمشكلة وراح نتابع الموضوع."
1443,Positive,"العميل: الرصيد انضاف بسرعة بعد التحويل، ممتاز.
الموظف: الله يسعدك، هذا هدفنا."
1444,Neutral,"العميل: الرصيد يوصل بعد كم يوم؟
الموظف: بين يوم لثلاثة أيام عادة."
1445,Negative,"العميل: لم يتم إعلامي برسوم التحويل قبل الدفع.
الموظف: نعتذر، وسنعمل على تحسين الشفافية."
1446,Positive,"العميل: الرصيد انضاف بسرعة بعد التحويل، ممتاز.
الموظف: الله يسعدك، هذا هدفنا."
1447,Negative,"العميل: رسوم التحويل كانت أغلى مما توقعت!
الموظف: نعتذر عن هالمشكلة وراح نتابع الموضوع."
1448,Neutral,"العميل: ما هي رسوم التحويل المصرفي لإعادة الشحن؟
الموظف: تختلف حسب البنك المرسل، وغالبًا تكون بين 10 و20 ريال."
1449,Positive,"العميل: الرصيد انضاف بسرعة بعد التحويل، ممتاز.
الموظف: الله يسعدك، هذا هدفنا."
1450,Neutral,"العميل: كم يستغرق وصول الرصيد بعد التحويل؟
الموظف: عادة من 1 إلى 3 أيام عمل."
1451,Negative,"العميل: رسوم التحويل المصرفي كانت مرتفعة جدًا عند إعادة الشحن.
الموظف: نعتذر عن ذلك وسنراجع مع القسم المختص."
1452,Positive,"العميل: رسوم التحويل مناسبة وما حسيت بثقل.
الموظف: شكراً لك على ثقتك بخدماتنا."
1453,Negative,"العميل: ما وضحوا لي رسوم التحويل قبل الدفع.
الموظف: شكراً على ملاحظتك، بنشتغل على تحسين الخدمة."
